,Unnamed: 0,Unnamed: 0.1,awakeCount,awakeDuration,awakeningsCount,dateOfSleep,duration,efficiency,isMainSleep,logId,minutesAfterWakeup,minutesAsleep,minutesAwake,minutesToFallAsleep,restlessCount,restlessDuration,startTime,timeInBed
343,,,1,2,11,2015-12-25,21600000,93,True,10404740783,1,333,26,0,10,25,2015-12-25T00:21:00.000,360
344,,,2,3,13,2015-12-24,27120000,95,True,10400473856,4,427,21,0,11,22,2015-12-23T22:57:30.000,452
345,,,3,4,15,2015-12-23,29400000,96,True,10387816227,1,469,20,0,12,17,2015-12-22T23:27:00.000,490
346,,,3,3,6,2015-12-22,1380000,0,True,10382385750,0,0,0,23,3,20,2015-12-22T09:22:26.000,23
347,,,1,3,14,2015-12-21,29700000,94,True,10377323321,1,466,28,0,13,26,2015-12-20T23:13:00.000,495
348,,,2,5,13,2015-12-20,27540000,95,True,10371111668,7,431,21,0,11,23,2015-12-19T22:58:00.000,459
349,,,0,0,7,2015-12-19,29280000,98,True,10366898164,0,477,11,0,7,11,2015-12-18T23:05:30.000,488
350,,,1,2,11,2015-12-18,25860000,96,True,10362510064,3,413,15,0,10,16,2015-12-17T23:19:30.000,431
351,,,1,2,4,2015-12-17,27060000,99,True,10357534174,0,446,5,0,3,3,2015-12-16T22:34:00.000,451
352,,,1,4,11,2015-12-16,29640000,96,True,10355428583,0,472,22,0,10,18,2015-12-15T21:42:30.000,494
353,,,3,9,10,2015-12-15,22860000,93,True,10346392740,0,354,27,0,7,18,2015-12-14T23:48:00.000,381
354,,,1,1,8,2015-12-14,31440000,98,True,10338871982,0,512,12,0,7,11,2015-12-13T21:23:00.000,524
355,,,1,1,14,2015-12-12,26460000,95,True,10329406735,0,420,21,0,13,20,2015-12-11T23:05:30.000,441
356,,,0,0,12,2015-12-11,28920000,95,True,10323887643,0,460,22,0,12,22,2015-12-10T22:27:30.000,482
357,,,0,0,10,2015-12-10,23580000,96,True,10319424109,0,379,14,0,10,14,2015-12-10T00:06:30.000,393
358,,,0,0,9,2015-12-09,25020000,97,True,10314851348,0,405,12,0,9,12,2015-12-08T23:26:00.000,417
